variant,seed,clip_idx,critic_score,fgd,bas,novelty_dist_aist,novelty_score,target_dist,smoothness_cm_std,upright_pct,bone_std_cm,diversity_proxy,runtime_s,collapse
A4,3,0,0.9039150327444080,814.8324077825610,0.19751237873475600,939.5111897786460,0.9029539436658640,0.026084967255592400,5.27197790145874,100.0,7.13181734085083,,82.3230811249814,0
A4,4,0,0.9173366874456410,209.40309217449200,0.054473371405832200,759.1545613606770,0.9161299109108740,0.012663312554359500,6.806201457977300,100.0,5.208917617797850,,61.90156870899960,0
A4,0,1,0.9245208501815800,801.3153862624250,0.11386054941910100,1118.1714477539100,0.9236947740231530,0.005479149818420460,7.266100883483890,100.0,7.935042381286620,,94.09384220803620,0
A4,1,1,0.9157748967409130,1068.6662297969300,0.2681756472399110,1318.2604573567700,0.9150807389712070,0.014225103259086700,16.164880752563500,86.57407407407410,8.6972074508667,,50.478638875007200,0
A4,2,1,0.9156691133975980,857.996826600303,0.43469802733919500,954.4578450520830,0.9147107570262110,0.014330886602401800,7.763539791107180,100.0,7.74332332611084,,67.62778308300770,0
A4,3,1,0.9135232865810390,911.9454607526580,0.1284309970733670,873.162841796875,0.9124782601364200,0.01647671341896060,9.047480583190920,100.0,10.085840225219700,,49.979221749992600,0
A4,4,1,0.9057455360889440,214.28944090854400,0.22936581597974700,775.7625528971350,0.9045794840789560,0.024254463911056600,5.825673580169680,100.0,5.810969829559330,,57.3373176670284,0
A4,0,2,0.9084930270910260,586.8680273260910,0.24575954069355800,872.7921142578130,0.9074533140834730,0.021506972908973700,8.06151008605957,97.68518518518520,6.473321437835690,,91.00531641597630,0
A4,1,2,0.9191001206636430,2335.1319663244400,0.1901593979437240,1326.7459920247400,0.9184078947965080,0.010899879336357200,11.345014572143600,68.05555555555560,10.050409317016600,,78.54833904199770,0
A4,2,2,0.912704199552536,652.5337695889470,0.22189958248578800,942.4075724283850,0.9117367447363710,0.017295800447464000,9.258588790893560,100.0,7.984533309936520,,112.85579391598000,0
A4,3,2,0.9038879722356800,702.0316454062450,0.25063999312949800,924.1996459960940,0.9029110069113330,0.026112027764320400,9.486044883728030,100.0,11.507589340210000,,66.13306508300590,0
A4,4,2,0.9145853370428090,180.80741129841500,0.23109137966214100,736.8564249674480,0.9133458203752090,0.015414662957191500,4.9991960525512700,100.0,4.477333068847660,,51.840934542007700,0
A5,0,0,0.5878718942403790,17692.317321475100,0.10017756829483700,5505.478434244790,0.5877651341937800,0.3421281057596210,161.9427490234380,74.07407407407410,87.72544860839840,,56.01285541703690,1
A5,1,0,0.8942859619855880,882.2280893578840,0.046073708867454100,1077.3563232421900,0.8934566572903680,0.035714038014412000,10.997762680053700,85.64814814814820,8.767740249633790,,41.02881783299380,1
A5,2,0,0.863527461886406,366.4462208684760,0.03360971965052550,867.4755249023440,0.8625331592985660,0.0664725381135941,9.739776611328130,100.0,7.65079402923584,,40.733789124991700,1
A5,3,0,0.891752615571022,288.2508643878640,0.03246527373390970,811.5660807291670,0.8906551631462660,0.038247384428978000,6.440573215484620,100.0,7.072139739990230,,21.42613199999320,0
A5,4,0,0.901390552520752,578.0462250653260,0.046691463380623200,979.5975952148440,0.900471326778287,0.028609447479248100,7.984098434448240,89.35185185185190,6.10690450668335,,36.01870479201900,0
A5,0,1,0.7601108029484750,4715.243242058530,0.175977855978366,2102.1800740559900,0.7597493927143610,0.16988919705152500,74.59613037109380,74.07407407407410,40.49787139892580,,40.11058983299880,1
A5,1,1,0.9090690761804580,1105.1605225355300,0.2681756472399110,1303.8911946614600,0.9083724134396110,0.02093092381954200,17.97861671447750,86.57407407407410,8.93425178527832,,35.978083792026200,0
